# Demand for Final Fuels
sector,input,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,unit_conv
other industrial feedstocks,gas,Final Energy|Non-Energy Use,Final Energy|Non-Energy Use|Gas,,,,,,,,,,,,1
other industrial feedstocks,wholesale gas feedstocks,Final Energy|Non-Energy Use,Final Energy|Non-Energy Use|Gas,,,,,,,,,,,,1
other industrial feedstocks,refined liquids,Final Energy|Non-Energy Use,Final Energy|Non-Energy Use|Oil,,,,,,,,,,,,1
other industrial feedstocks,refined liquids feedstocks,Final Energy|Non-Energy Use,Final Energy|Non-Energy Use|Oil,,,,,,,,,,,,1
paper,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Industry,,Final Energy|Industry|Electricity,Final Energy|Industry|Paper,,Final Energy|Industry|Paper|Electricity,,,,1
paper,process heat paper,NoReported,,,,,,,,,,,,,1
paper,waste biomass for paper,NoReported,,,,,,,,,,,,,1
process heat cement,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,Final Energy|Solids|Biomass|Modern,Final Energy|Industry,,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Biomass,,,,,,1
process heat cement,delivered biomass industry,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,Final Energy|Solids|Biomass|Modern,Final Energy|Industry,,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Biomass,,,,,,1
process heat cement,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,,Final Energy|Industry,,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Coal,,,,,,1
process heat cement,delivered coal industry,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,,Final Energy|Industry,,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Coal,,,,,,1
process heat cement,gas,Final Energy,Final Energy|Gases,,,Final Energy|Industry,,Final Energy|Industry|Gases,,,,,,,1
process heat cement,H2 industrial,Final Energy,Final Energy|Hydrogen,,,Final Energy|Industry,,Final Energy|Industry|Hydrogen,,,,,,,1
process heat cement,hydrogen,Final Energy,Final Energy|Hydrogen,,,Final Energy|Industry,,Final Energy|Industry|Hydrogen,,,,,,,1
process heat cement,refined liquids,Final Energy,Final Energy|Hydrogen,,,Final Energy|Industry,,Final Energy|Industry|Hydrogen,,,,,,,1
process heat food processing,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,Final Energy|Solids|Biomass|Modern,Final Energy|Industry,,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Biomass,,,,,,1
process heat food processing,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,,Final Energy|Industry,,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Coal,,,,,,1
process heat food processing,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Industry,,Final Energy|Industry|Electricity,,,,,,,1
process heat food processing,gas,Final Energy,Final Energy|Gases,,,Final Energy|Industry,,Final Energy|Industry|Gases,,,,,,,1
process heat food processing,refined liquids,Final Energy,Final Energy|Hydrogen,,,Final Energy|Industry,,Final Energy|Industry|Hydrogen,,,,,,,1
process heat food processing,solar,Final Energy,Final Energy|Solar,,,Final Energy|Industry,,Final Energy|Industry|Solar,,,,,,,1
process heat food processing,global solar resource,Final Energy,Final Energy|Solar,,,Final Energy|Industry,,Final Energy|Industry|Solar,,,,,,,1
process heat food processing,district heat,Final Energy,Final Energy|Heat,,,Final Energy|Industry,,Final Energy|Industry|Heat,,,,,,,1
process heat paper,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,,Final Energy|Industry,,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Coal,,,,,,1
process heat paper,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Industry,,Final Energy|Industry|Electricity,,,,,,,1
process heat paper,gas,Final Energy,Final Energy|Gases,,,Final Energy|Industry,,Final Energy|Industry|Gases,,,,,,,1
process heat paper,refined liquids,Final Energy,Final Energy|Hydrogen,,,Final Energy|Industry,,Final Energy|Industry|Hydrogen,,,,,,,1
process heat paper,district heat,Final Energy,Final Energy|Heat,,,Final Energy|Industry,,Final Energy|Industry|Heat,,,,,,,1
process heat dac,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Carbon Removal,Final Energy|Carbon Removal|Electricity,Final Energy|Carbon Removal|Direct Air Capture,Final Energy|Carbon Removal|Direct Air Capture|Electricity,,,,,,1
process heat dac,gas,Final Energy,Final Energy|Gases,,,Final Energy|Carbon Removal,Final Energy|Carbon Removal|Gases,Final Energy|Carbon Removal|Direct Air Capture,Final Energy|Carbon Removal|Direct Air Capture|Gases,,,,,,1
resid cooling modern,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercia|Residential,Final Energy|Residential and Commercial|Electricity,,Final Energy|Residential and Commercial|Residential|Electricity,,,Final Energy|Residential and Commercial|Cooling,Final Energy|Residential and Commercial|Residential|Cooling,1
resid cooling modern,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercia|Residential,Final Energy|Residential and Commercial|Gases,,Final Energy|Residential and Commercial|Residential|Gases,,,Final Energy|Residential and Commercial|Cooling,Final Energy|Residential and Commercial|Residential|Cooling,1
resid heating modern,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,Final Energy|Solids|Biomass|Modern,Final Energy|Residential and Commercial,Final Energy|Residential and Commercia|Residential,Final Energy|Residential and Commercial|Solids,Final Energy|Residential and Commercial|Solids|Biomass,Final Energy|Residential and Commercial|Residential|Solids,Final Energy|Residential and Commercial|Residential|Solids|Biomass,,Final Energy|Residential and Commercial|Heating|Space,Final Energy|Residential and Commercial|Residential|Heating|Space,1
resid heating coal,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercia|Residential,Final Energy|Residential and Commercial|Solids,Final Energy|Residential and Commercial|Solids|Coal,Final Energy|Residential and Commercial|Residential|Solids,Final Energy|Residential and Commercial|Residential|Solids|Coal,,Final Energy|Residential and Commercial|Heating|Space,Final Energy|Residential and Commercial|Residential|Heating|Space,1
resid heating modern,district heat,Final Energy,Final Energy|Heat,,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercia|Residential,Final Energy|Residential and Commercial|Heat,,Final Energy|Residential and Commercial|Residential|Heat,,,Final Energy|Residential and Commercial|Heating|Space,Final Energy|Residential and Commercial|Residential|Heating|Space,1
resid heating modern,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercia|Residential,Final Energy|Residential and Commercial|Electricity,,Final Energy|Residential and Commercial|Residential|Electricity,,,Final Energy|Residential and Commercial|Heating|Space,Final Energy|Residential and Commercial|Residential|Heating|Space,1
resid heating modern,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercia|Residential,Final Energy|Residential and Commercial|Gases,,Final Energy|Residential and Commercial|Residential|Gases,,,Final Energy|Residential and Commercial|Heating|Space,Final Energy|Residential and Commercial|Residential|Heating|Space,1
resid heating modern,H2 retail delivery,Final Energy,Final Energy|Hydrogen,,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercia|Residential,Final Energy|Residential and Commercial|Hydrogen,,Final Energy|Residential and Commercial|Residential|Hydrogen,,,Final Energy|Residential and Commercial|Heating|Space,Final Energy|Residential and Commercial|Residential|Heating|Space,1
resid heating modern,hydrogen,Final Energy,Final Energy|Hydrogen,,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercia|Residential,Final Energy|Residential and Commercial|Hydrogen,,Final Energy|Residential and Commercial|Residential|Hydrogen,,,Final Energy|Residential and Commercial|Heating|Space,Final Energy|Residential and Commercial|Residential|Heating|Space,1
resid heating modern,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercia|Residential,Final Energy|Residential and Commercial|Liquids,,Final Energy|Residential and Commercial|Residential|Liquids,,,Final Energy|Residential and Commercial|Heating|Space,Final Energy|Residential and Commercial|Residential|Heating|Space,1
resid heating TradBio,traditional biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,Final Energy|Solids|Biomass|Traditional,Final Energy|Residential and Commercial,Final Energy|Residential and Commercia|Residential,Final Energy|Residential and Commercial|Solids,,Final Energy|Residential and Commercial|Residential|Solids,Final Energy|Residential and Commercial|Residential|Solids|Biomass,Final Energy|Residential and Commercial|Residential|Solids|Biomass|Traditional,Final Energy|Residential and Commercial|Heating|Space,Final Energy|Residential and Commercial|Residential|Heating|Space,1
resid others modern,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,Final Energy|Solids|Biomass|Modern,Final Energy|Residential and Commercial,Final Energy|Residential and Commercia|Residential,Final Energy|Residential and Commercial|Solids,,Final Energy|Residential and Commercial|Residential|Solids,Final Energy|Residential and Commercial|Residential|Solids|Biomass,,,,1
resid others coal,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercia|Residential,Final Energy|Residential and Commercial|Solids,,Final Energy|Residential and Commercial|Residential|Solids,Final Energy|Residential and Commercial|Residential|Solids|Coal,,,,1
resid others modern,district heat,Final Energy,Final Energy|Heat,,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercia|Residential,Final Energy|Residential and Commercial|Heat,,Final Energy|Residential and Commercial|Residential|Heat,,,,,1
resid others modern,electricity,Final Energy,Final Energy|Electricity,,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercia|Residential,Final Energy|Residential and Commercial|Electricity,,Final Energy|Residential and Commercial|Residential|Electricity,,,,,1
resid others modern,gas,Final Energy,Final Energy|Gases,,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercia|Residential,Final Energy|Residential and Commercial|Gases,,Final Energy|Residential and Commercial|Residential|Gases,,,,,1
resid others modern,H2 retail delivery,Final Energy,Final Energy|Hydrogen,,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercia|Residential,Final Energy|Residential and Commercial|Hydrogen,,Final Energy|Residential and Commercial|Residential|Hydrogen,,,,,1
resid others modern,hydrogen,Final Energy,Final Energy|Hydrogen,,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercia|Residential,Final Energy|Residential and Commercial|Hydrogen,,Final Energy|Residential and Commercial|Residential|Hydrogen,,,,,1
resid others modern,refined liquids,Final Energy,Final Energy|Liquids,,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercia|Residential,Final Energy|Residential and Commercial|Liquids,,Final Energy|Residential and Commercial|Residential|Liquids,,,,,1
resid others TradBio,traditional biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,Final Energy|Solids|Biomass|Traditional,Final Energy|Residential and Commercial,Final Energy|Residential and Commercia|Residential,Final Energy|Residential and Commercial|Solids,,Final Energy|Residential and Commercial|Residential|Solids,Final Energy|Residential and Commercial|Residential|Solids|Biomass,Final Energy|Residential and Commercial|Solids|Biomass|Traditional,,,1
waste biomass for paper,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,Final Energy|Solids|Biomass|Modern,Final Energy|Industry,,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Biomass,,,,,,1
waste biomass for paper,regional woodpulp for energy,Final Energy,,,,,,,,,,,,,1
